orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10384,BERGS,3,1996-12-16 00:00:00.000,1997-01-13 00:00:00.000,1996-12-20 00:00:00.000,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10385,SPLIR,1,1996-12-17 00:00:00.000,1997-01-14 00:00:00.000,1996-12-23 00:00:00.000,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10386,FAMIA,9,1996-12-18 00:00:00.000,1997-01-01 00:00:00.000,1996-12-25 00:00:00.000,3,13.99,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10387,SANTG,1,1996-12-18 00:00:00.000,1997-01-15 00:00:00.000,1996-12-20 00:00:00.000,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10388,SEVES,2,1996-12-19 00:00:00.000,1997-01-16 00:00:00.000,1996-12-20 00:00:00.000,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10389,BOTTM,4,1996-12-20 00:00:00.000,1997-01-17 00:00:00.000,1996-12-24 00:00:00.000,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10390,ERNSH,6,1996-12-23 00:00:00.000,1997-01-20 00:00:00.000,1996-12-26 00:00:00.000,1,126.38,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10391,DRACD,3,1996-12-23 00:00:00.000,1997-01-20 00:00:00.000,1996-12-31 00:00:00.000,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10392,PICCO,2,1996-12-24 00:00:00.000,1997-01-21 00:00:00.000,1997-01-01 00:00:00.000,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10393,SAVEA,1,1996-12-25 00:00:00.000,1997-01-22 00:00:00.000,1997-01-03 00:00:00.000,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10394,HUNGC,1,1996-12-25 00:00:00.000,1997-01-22 00:00:00.000,1997-01-03 00:00:00.000,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,HILAA,6,1996-12-26 00:00:00.000,1997-01-23 00:00:00.000,1997-01-03 00:00:00.000,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10396,FRANK,1,1996-12-27 00:00:00.000,1997-01-10 00:00:00.000,1997-01-06 00:00:00.000,3,135.35,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10397,PRINI,5,1996-12-27 00:00:00.000,1997-01-24 00:00:00.000,1997-01-02 00:00:00.000,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10398,SAVEA,2,1996-12-30 00:00:00.000,1997-01-27 00:00:00.000,1997-01-09 00:00:00.000,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10399,VAFFE,8,1996-12-31 00:00:00.000,1997-01-14 00:00:00.000,1997-01-08 00:00:00.000,3,27.36,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10400,EASTC,1,1997-01-01 00:00:00.000,1997-01-29 00:00:00.000,1997-01-16 00:00:00.000,3,83.93,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10401,RATTC,1,1997-01-01 00:00:00.000,1997-01-29 00:00:00.000,1997-01-10 00:00:00.000,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10402,ERNSH,8,1997-01-02 00:00:00.000,1997-02-13 00:00:00.000,1997-01-10 00:00:00.000,2,67.88,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10403,ERNSH,4,1997-01-03 00:00:00.000,1997-01-31 00:00:00.000,1997-01-09 00:00:00.000,3,73.79,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10404,MAGAA,2,1997-01-03 00:00:00.000,1997-01-31 00:00:00.000,1997-01-08 00:00:00.000,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10405,LINOD,1,1997-01-06 00:00:00.000,1997-02-03 00:00:00.000,1997-01-22 00:00:00.000,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,QUEEN,7,1997-01-07 00:00:00.000,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10407,OTTIK,2,1997-01-07 00:00:00.000,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10408,FOLIG,8,1997-01-08 00:00:00.000,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10409,OCEAN,3,1997-01-09 00:00:00.000,1997-02-06 00:00:00.000,1997-01-14 00:00:00.000,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10410,BOTTM,3,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.40,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,9,1997-01-10 00:00:00.000,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,8,1997-01-13 00:00:00.000,1997-02-10 00:00:00.000,1997-01-15 00:00:00.000,2,3.77,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10413,LAMAI,3,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,1997-01-16 00:00:00.000,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10414,FAMIA,2,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,1997-01-17 00:00:00.000,3,21.48,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10415,HUNGC,3,1997-01-15 00:00:00.000,1997-02-12 00:00:00.000,1997-01-24 00:00:00.000,1,0.20,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,WARTH,8,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10417,SIMOB,4,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10418,QUICK,4,1997-01-17 00:00:00.000,1997-02-14 00:00:00.000,1997-01-24 00:00:00.000,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10419,RICSU,4,1997-01-20 00:00:00.000,1997-02-17 00:00:00.000,1997-01-30 00:00:00.000,2,137.35,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10420,WELLI,3,1997-01-21 00:00:00.000,1997-02-18 00:00:00.000,1997-01-27 00:00:00.000,1,44.12,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10421,QUEDE,8,1997-01-21 00:00:00.000,1997-03-04 00:00:00.000,1997-01-27 00:00:00.000,1,99.23,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,1997-01-22 00:00:00.000,1997-02-19 00:00:00.000,1997-01-31 00:00:00.000,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10423,GOURL,6,1997-01-23 00:00:00.000,1997-02-06 00:00:00.000,1997-02-24 00:00:00.000,3,24.50,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10424,MEREP,7,1997-01-23 00:00:00.000,1997-02-20 00:00:00.000,1997-01-27 00:00:00.000,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,6,1997-01-24 00:00:00.000,1997-02-21 00:00:00.000,1997-02-14 00:00:00.000,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10426,GALED,4,1997-01-27 00:00:00.000,1997-02-24 00:00:00.000,1997-02-06 00:00:00.000,1,18.69,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10427,PICCO,4,1997-01-27 00:00:00.000,1997-02-24 00:00:00.000,1997-03-03 00:00:00.000,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10428,REGGC,7,1997-01-28 00:00:00.000,1997-02-25 00:00:00.000,1997-02-04 00:00:00.000,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10429,HUNGO,3,1997-01-29 00:00:00.000,1997-03-12 00:00:00.000,1997-02-07 00:00:00.000,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10430,ERNSH,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-03 00:00:00.000,1,458.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10431,BOTTM,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-07 00:00:00.000,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,1997-01-31 00:00:00.000,1997-02-14 00:00:00.000,1997-02-07 00:00:00.000,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,PRINI,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-03-04 00:00:00.000,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10434,FOLKO,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-02-13 00:00:00.000,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10435,CONSH,8,1997-02-04 00:00:00.000,1997-03-18 00:00:00.000,1997-02-07 00:00:00.000,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10436,BLONP,3,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-11 00:00:00.000,2,156.66,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10437,WARTH,8,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-12 00:00:00.000,1,19.97,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10438,TOMSP,3,1997-02-06 00:00:00.000,1997-03-06 00:00:00.000,1997-02-14 00:00:00.000,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10439,MEREP,6,1997-02-07 00:00:00.000,1997-03-07 00:00:00.000,1997-02-10 00:00:00.000,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10 00:00:00.000,1997-03-10 00:00:00.000,1997-02-28 00:00:00.000,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,OLDWO,3,1997-02-10 00:00:00.000,1997-03-24 00:00:00.000,1997-03-14 00:00:00.000,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,ERNSH,3,1997-02-11 00:00:00.000,1997-03-11 00:00:00.000,1997-02-18 00:00:00.000,2,47.94,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10443,REGGC,8,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-14 00:00:00.000,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10444,BERGS,3,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-21 00:00:00.000,3,3.50,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10445,BERGS,3,1997-02-13 00:00:00.000,1997-03-13 00:00:00.000,1997-02-20 00:00:00.000,1,9.30,Berglunds snabbköp,Berguvsvägen  8,Luleå,NULL,S-958 22,Sweden
10446,TOMSP,6,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-02-19 00:00:00.000,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10447,RICAR,4,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-03-07 00:00:00.000,2,68.66,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,1997-02-17 00:00:00.000,1997-03-17 00:00:00.000,1997-02-24 00:00:00.000,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10449,BLONP,3,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,2,53.30,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10450,VICTE,8,1997-02-19 00:00:00.000,1997-03-19 00:00:00.000,1997-03-11 00:00:00.000,2,7.23,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10451,QUICK,4,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10452,SAVEA,8,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,1997-02-26 00:00:00.000,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,1,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-26 00:00:00.000,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,4,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10455,WARTH,8,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,2,180.45,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10456,KOENE,8,1997-02-25 00:00:00.000,1997-04-08 00:00:00.000,1997-02-28 00:00:00.000,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10457,KOENE,2,1997-02-25 00:00:00.000,1997-03-25 00:00:00.000,1997-03-03 00:00:00.000,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10458,SUPRD,7,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,3,147.06,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10459,VICTE,4,1997-02-27 00:00:00.000,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,2,25.09,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10460,FOLKO,8,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-03 00:00:00.000,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10461,LILAS,1,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK
10463,SUPRD,5,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-06 00:00:00.000,3,14.78,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10464,FURIB,4,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,2,89.00,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10465,VAFFE,1,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,3,145.04,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10466,COMMI,4,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,1,11.93,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00.000,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10468,KOENE,3,1997-03-07 00:00:00.000,1997-04-04 00:00:00.000,1997-03-12 00:00:00.000,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10469,WHITC,1,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,4,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,2,64.56,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10471,BSBEV,2,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,3,45.59,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10472,SEVES,8,1997-03-12 00:00:00.000,1997-04-09 00:00:00.000,1997-03-19 00:00:00.000,1,4.20,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10473,ISLAT,1,1997-03-13 00:00:00.000,1997-03-27 00:00:00.000,1997-03-21 00:00:00.000,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10475,SUPRD,9,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,1,68.52,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10476,HILAA,8,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-24 00:00:00.000,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,5,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-25 00:00:00.000,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10478,VICTE,2,1997-03-18 00:00:00.000,1997-04-01 00:00:00.000,1997-03-26 00:00:00.000,3,4.81,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10479,RATTC,3,1997-03-19 00:00:00.000,1997-04-16 00:00:00.000,1997-03-21 00:00:00.000,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,6,1997-03-20 00:00:00.000,1997-04-17 00:00:00.000,1997-03-24 00:00:00.000,2,1.35,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10481,RICAR,8,1997-03-20 00:00:00.000,1997-04-17 00:00:00.000,1997-03-25 00:00:00.000,2,64.33,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,1997-03-21 00:00:00.000,1997-04-18 00:00:00.000,1997-04-10 00:00:00.000,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,7,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-25 00:00:00.000,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,3,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,3,6.88,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10485,LINOD,4,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,2,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-03-28 00:00:00.000,2,71.07,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10488,FRANK,8,1997-03-27 00:00:00.000,1997-04-24 00:00:00.000,1997-04-02 00:00:00.000,2,4.93,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10489,PICCO,6,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,1997-04-09 00:00:00.000,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10490,HILAA,7,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,FURIB,8,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-08 00:00:00.000,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10492,BOTTM,3,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10494,COMMI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-09 00:00:00.000,2,65.99,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,3,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,2,46.77,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10498,HILAA,8,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,LILAS,4,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,1997-04-16 00:00:00.000,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10501,BLAUS,9,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-16 00:00:00.000,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10502,PERIC,2,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10503,HUNGO,6,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-16 00:00:00.000,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10504,WHITC,4,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,MEREP,3,1997-04-14 00:00:00.000,1997-05-12 00:00:00.000,1997-04-21 00:00:00.000,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,KOENE,9,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-05-02 00:00:00.000,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10507,ANTON,7,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-04-22 00:00:00.000,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,NULL,05023,Mexico
10508,OTTIK,1,1997-04-16 00:00:00.000,1997-05-14 00:00:00.000,1997-05-13 00:00:00.000,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10509,BLAUS,4,1997-04-17 00:00:00.000,1997-05-15 00:00:00.000,1997-04-29 00:00:00.000,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10510,SAVEA,6,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-28 00:00:00.000,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,BONAP,4,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,3,350.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10512,FAMIA,7,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,2,3.53,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10513,WANDK,7,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10514,ERNSH,3,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,2,789.95,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10515,QUICK,2,1997-04-23 00:00:00.000,1997-05-07 00:00:00.000,1997-05-23 00:00:00.000,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10516,HUNGO,2,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-05-01 00:00:00.000,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10517,NORTS,3,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-04-29 00:00:00.000,3,32.07,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10518,TORTU,4,1997-04-25 00:00:00.000,1997-05-09 00:00:00.000,1997-05-05 00:00:00.000,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10519,CHOPS,6,1997-04-28 00:00:00.000,1997-05-26 00:00:00.000,1997-05-01 00:00:00.000,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
